task_idx,cam_strategy,cam_percentage,cam_resolution,cam_threshold,imbalanced_ratio,model_variant,cam_extraction_method,seen_acc,unseen_acc
3,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,32.8,32.8
4,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,gradcam++,27.4,26.3
0,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,scorecam,26.8,26.8
1,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,scorecam,28.35,28.35
2,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,scorecam,28.65,28.65
3,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,scorecam,33.85,33.85
4,lowest,75,"(7, 7)",0.5,0.1,deeper_conv,scorecam,25.05,23.2
0,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,34.15,34.15
1,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,37.7,37.7
2,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,36.65,36.65
3,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,42.3,42.3
4,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,40.0,42.5
0,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,33.7,33.7
1,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,36.9,36.9
2,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,39.45,39.45
3,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,41.0,41.0
4,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,38.95,38.7
0,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,36.45,36.45
1,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,36.4,36.4
2,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,40.15,40.15
3,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,37.95,37.95
4,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,40.1,42.5
0,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,32.95,32.95
1,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,36.45,36.45
2,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,38.9,38.9
3,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,41.8,41.8
4,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam,39.4,39.3
0,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,33.85,33.85
1,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,36.4,36.4
2,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,37.15,37.15
3,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,38.8,38.8
4,lowest,75,"(7, 7)",0.5,0.2,baseline,gradcam++,38.45,37.0
0,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,32.85,32.85
1,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,36.4,36.4
2,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,40.9,40.9
3,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,40.55,40.55
4,lowest,75,"(7, 7)",0.5,0.2,baseline,scorecam,37.1,38.6
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,34.75,34.75
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,38.15,38.15
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,35.8,35.8
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,36.8,36.8
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,38.9,34.2
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,33.8,33.8
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,38.3,38.3
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.9,37.9
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,39.0,39.0
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,37.2,34.2
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,31.9,31.9
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,36.95,36.95
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,38.55,38.55
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,39.25,39.25
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,38.15,48.3
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,34.5,34.5
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,36.05,36.05
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,39.9,39.9
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,37.65,37.65
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam,36.7,32.4
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,33.5,33.5
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,34.2,34.2
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,38.45,38.45
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,40.55,40.55
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,gradcam++,35.5,32.8
0,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,34.2,34.2
1,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,35.9,35.9
2,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,38.25,38.25
3,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,40.05,40.05
4,lowest,75,"(7, 7)",0.5,0.2,deeper_conv,scorecam,36.55,35.8
0,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,44.4,44.4
1,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,50.9,50.9
2,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,50.5,50.5
3,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,49.2,49.2
4,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,49.9,51.6
0,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,43.85,43.85
1,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,51.0,51.0
2,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,49.0,49.0
3,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,48.95,48.95
4,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,49.3,50.8
0,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,44.5,44.5
1,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,49.65,49.65
2,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,46.65,46.65
3,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,50.7,50.7
4,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,48.55,48.6
0,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,43.1,43.1
1,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,49.2,49.2
2,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,50.7,50.7
3,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,48.05,48.05
4,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam,50.05,45.4
0,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,46.2,46.2
1,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,52.25,52.25
2,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,47.55,47.55
3,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,48.7,48.7
4,lowest,75,"(7, 7)",0.5,0.5,baseline,gradcam++,48.05,49.8
0,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,47.25,47.25
1,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,50.3,50.3
2,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,44.65,44.65
3,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,49.8,49.8
4,lowest,75,"(7, 7)",0.5,0.5,baseline,scorecam,49.05,46.5
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,47.55,47.55
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,50.5,50.5
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,48.35,48.35
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.6,49.6
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.45,46.8
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,45.2,45.2
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,51.75,51.75
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,47.65,47.65
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.9,49.9
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,50.35,48.2
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,45.9,45.9
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.55,50.55
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.5,50.5
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.65,50.65
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,50.2,45.0
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,46.05,46.05
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.35,49.35
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,42.6,42.6
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,50.35,50.35
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam,49.0,49.8
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,44.75,44.75
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,49.3,49.3
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,51.3,51.3
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,50.4,50.4
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,gradcam++,47.65,45.8
0,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,45.45,45.45
1,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,47.9,47.9
2,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,49.15,49.15
3,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,47.9,47.9
4,lowest,75,"(7, 7)",0.5,0.5,deeper_conv,scorecam,51.35,50.2
0,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,26.45,26.45
1,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,29.55,29.55
2,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,28.95,28.95
3,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,31.85,31.85
4,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,31.2,34.8
0,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,27.6,27.6
1,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,30.25,30.25
2,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,31.1,31.1
3,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,30.95,30.95
4,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,29.3,31.5
0,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,25.55,25.55
1,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,28.2,28.2
2,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,28.0,28.0
3,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,34.65,34.65
4,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,28.85,24.5
0,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,26.05,26.05
1,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,28.95,28.95
2,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,29.65,29.65
3,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,30.75,30.75
4,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam,27.95,26.5
0,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,26.55,26.55
1,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,25.0,25.0
2,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,29.75,29.75
3,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,32.2,32.2
4,lowest,75,"(7, 7)",0.7,0.1,baseline,gradcam++,28.6,27.2
0,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,24.9,24.9
1,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,27.8,27.8
2,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,27.85,27.85
3,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,31.35,31.35
4,lowest,75,"(7, 7)",0.7,0.1,baseline,scorecam,27.95,27.2
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,26.05,26.05
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,27.8,27.8
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,28.75,28.75
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,29.15,29.15
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,30.1,25.5
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,26.2,26.2
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,28.7,28.7
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,32.6,32.6
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,31.25,31.25
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,27.55,32.4
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,25.45,25.45
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,29.4,29.4
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,30.0,30.0
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,30.55,30.55
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,30.1,25.4
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,27.2,27.2
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,27.95,27.95
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,30.45,30.45
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,30.0,30.0
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam,28.15,25.8
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,22.35,22.35
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,28.65,28.65
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,30.2,30.2
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,32.8,32.8
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,gradcam++,28.6,28.7
0,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,24.7,24.7
1,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,27.35,27.35
2,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,27.85,27.85
3,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,31.65,31.65
4,lowest,75,"(7, 7)",0.7,0.1,deeper_conv,scorecam,29.95,30.0
0,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,33.55,33.55
1,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,36.85,36.85
2,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,39.15,39.15
3,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,38.4,38.4
4,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,37.45,43.1
0,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,33.15,33.15
1,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,35.85,35.85
2,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,39.65,39.65
3,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,39.5,39.5
4,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,41.05,43.7
0,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,33.75,33.75
1,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,36.25,36.25
2,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,39.3,39.3
3,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,40.4,40.4
4,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,37.25,38.8
0,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,37.2,37.2
1,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,35.05,35.05
2,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,37.7,37.7
3,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,38.55,38.55
4,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam,35.6,36.4
0,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,33.7,33.7
1,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,37.7,37.7
2,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,37.55,37.55
3,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,41.55,41.55
4,lowest,75,"(7, 7)",0.7,0.2,baseline,gradcam++,39.75,39.5
0,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,35.2,35.2
1,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,38.5,38.5
2,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,40.05,40.05
3,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,41.55,41.55
4,lowest,75,"(7, 7)",0.7,0.2,baseline,scorecam,36.45,30.9
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,33.15,33.15
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.25,37.25
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.45,37.45
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,38.5,38.5
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.75,39.3
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,34.65,34.65
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.05,37.05
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,38.75,38.75
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,40.9,40.9
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.25,38.6
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,32.65,32.65
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,37.8,37.8
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,38.75,38.75
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,39.7,39.7
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,38.15,40.6
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,34.35,34.35
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,38.05,38.05
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,37.45,37.45
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,38.7,38.7
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam,40.0,39.2
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,33.3,33.3
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,35.65,35.65
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,37.0,37.0
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,40.1,40.1
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,gradcam++,35.2,29.6
0,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,34.55,34.55
1,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,35.8,35.8
2,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,39.3,39.3
3,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,39.75,39.75
4,lowest,75,"(7, 7)",0.7,0.2,deeper_conv,scorecam,37.9,37.2
0,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,47.05,47.05
1,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,50.65,50.65
2,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,46.45,46.45
3,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,45.5,45.5
4,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,47.6,48.4
0,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,44.6,44.6
1,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,48.5,48.5
2,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,47.25,47.25
3,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,48.9,48.9
4,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,49.4,55.0
0,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,47.5,47.5
1,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.15,48.15
2,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,50.05,50.05
3,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.85,48.85
4,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.0,51.9
0,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,46.95,46.95
1,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,49.65,49.65
2,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,51.0,51.0
3,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,47.95,47.95
4,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam,47.45,46.7
0,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,45.55,45.55
1,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,49.55,49.55
2,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,49.6,49.6
3,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,48.9,48.9
4,lowest,75,"(7, 7)",0.7,0.5,baseline,gradcam++,50.5,50.3
0,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,45.1,45.1
1,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.1,48.1
2,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.75,48.75
3,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,48.0,48.0
4,lowest,75,"(7, 7)",0.7,0.5,baseline,scorecam,50.5,48.3
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,49.1,49.1
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.5,51.5
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,50.9,50.9
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,47.6,47.6
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,49.95,50.9
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,45.85,45.85
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,52.6,52.6
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,48.6,48.6
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,46.25,46.25
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,48.5,51.6
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,47.95,47.95
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,48.3,48.3
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.7,49.7
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.85,49.85
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,50.7,50.5
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,46.15,46.15
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.35,51.35
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,47.75,47.75
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,51.1,51.1
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam,48.4,48.7
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,44.55,44.55
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,52.3,52.3
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,50.9,50.9
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,49.35,49.35
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,gradcam++,48.05,45.9
0,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,44.0,44.0
1,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.9,49.9
2,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,50.8,50.8
3,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,49.05,49.05
4,lowest,75,"(7, 7)",0.7,0.5,deeper_conv,scorecam,50.8,55.3
0,lowest,75,"(14, 14)",,0.1,baseline,gradcam,25.85,25.85
1,lowest,75,"(14, 14)",,0.1,baseline,gradcam,31.85,31.85
2,lowest,75,"(14, 14)",,0.1,baseline,gradcam,29.65,29.65
3,lowest,75,"(14, 14)",,0.1,baseline,gradcam,36.2,36.2
4,lowest,75,"(14, 14)",,0.1,baseline,gradcam,31.55,34.8
0,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,29.25,29.25
1,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,27.7,27.7
2,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,28.95,28.95
3,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,33.1,33.1
4,lowest,75,"(14, 14)",,0.1,baseline,gradcam++,28.8,31.2
0,lowest,75,"(14, 14)",,0.1,baseline,scorecam,27.3,27.3
1,lowest,75,"(14, 14)",,0.1,baseline,scorecam,28.3,28.3
2,lowest,75,"(14, 14)",,0.1,baseline,scorecam,27.5,27.5
3,lowest,75,"(14, 14)",,0.1,baseline,scorecam,33.55,33.55
4,lowest,75,"(14, 14)",,0.1,baseline,scorecam,28.25,27.0
0,lowest,75,"(14, 14)",,0.1,baseline,gradcam,24.9,24.9
1,lowest,75,"(14, 14)",,0.1,baseline,gradcam,26.55,26.55
2,lowest,75,"(14, 14)",,0.1,baseline,gradcam,28.55,28.55
3,lowest,75,"(14, 14)",,0.1,baseline,gradcam,32.75,32.75
4,lowest,75,"(14, 14)",,0.1,baseline,gradcam,28.5,30.4
